"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"rm","Kano","Wudil",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Wudil",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Wudil",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Bakori",60959496,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Bakori",38099.685,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Bakori",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Bakori",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Bakori",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Bakori",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Bakori",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Bakori",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Bakori",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Bakori",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Batagarawa",37475100,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Batagarawa",23421.9375,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Batagarawa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Batagarawa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Batagarawa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Batagarawa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Batagarawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Batagarawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Batagarawa",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Batagarawa",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Batsari",43471116,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Batsari",27169.4475,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Batsari",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Batsari",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Batsari",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Batsari",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Batsari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Batsari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Batsari",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Batsari",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Baure",26482404,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Baure",16551.5025,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Baure",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Baure",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Baure",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Baure",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Baure",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Baure",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Baure",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Baure",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Bindawa",30979416,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Bindawa",19362.135,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Bindawa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Bindawa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Bindawa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Bindawa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Bindawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Bindawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Bindawa",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Bindawa",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Charanchi",31978752,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Charanchi",19986.72,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Charanchi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Charanchi",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Charanchi",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Charanchi",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Charanchi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Charanchi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Charanchi",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Charanchi",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Dan Musa",25982736,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Dan Musa",16239.21,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Dan Musa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Dan Musa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Dan Musa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Dan Musa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Dan Musa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Dan Musa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Dan Musa",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Dan Musa",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Dandume",25982736,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Dandume",16239.21,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Dandume",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Dandume",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Dandume",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Dandume",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Dandume",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Dandume",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Dandume",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Dandume",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Danja",26482404,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Danja",16551.5025,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Danja",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Danja",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Danja",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Danja",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Danja",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Danja",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Danja",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Danja",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Daura",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Daura",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Daura",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Daura",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Daura",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Daura",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Daura",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Daura",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Daura",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Daura",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Dutsi",22485060,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Dutsi",14053.1625,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Dutsi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Dutsi",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Dutsi",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Dutsi",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Dutsi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Dutsi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Dutsi",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Dutsi",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Dutsin Ma",20986056,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Dutsin Ma",13116.285,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Dutsin Ma",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Dutsin Ma",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Dutsin Ma",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Dutsin Ma",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Dutsin Ma",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Dutsin Ma",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Dutsin Ma",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Dutsin Ma",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Faskari",26982072,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Faskari",16863.795,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Faskari",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Faskari",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Faskari",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Faskari",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Faskari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Faskari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Faskari",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Faskari",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Funtua",27481740,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Funtua",17176.0875,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Funtua",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Funtua",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Funtua",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Funtua",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Funtua",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Funtua",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Funtua",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Funtua",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Ingawa",25483068,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Katsina","Ingawa",15926.9175,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Katsina","Ingawa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Katsina","Ingawa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Katsina","Ingawa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Katsina","Ingawa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Katsina","Ingawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Katsina","Ingawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Katsina","Ingawa",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Katsina","Ingawa",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Katsina","Jibia",24983400,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
