"","state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"3386","Sokoto","Sabon Birni","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3387","Sokoto","Sabon Birni","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3388","Sokoto","Sabon Birni","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3389","Sokoto","Sabon Birni","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3390","Sokoto","Sabon Birni","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3391","Sokoto","Sabon Birni","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3392","Sokoto","Sabon Birni","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3393","Sokoto","Sabon Birni","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3394","Sokoto","Shagari","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3395","Sokoto","Shagari","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3396","Sokoto","Shagari","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3397","Sokoto","Shagari","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3398","Sokoto","Shagari","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3399","Sokoto","Shagari","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3400","Sokoto","Shagari","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3401","Sokoto","Shagari","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3402","Sokoto","Shagari","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3403","Sokoto","Silame","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3404","Sokoto","Silame","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3405","Sokoto","Silame","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3406","Sokoto","Silame","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3407","Sokoto","Silame","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3408","Sokoto","Silame","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3409","Sokoto","Silame","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3410","Sokoto","Silame","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3411","Sokoto","Silame","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3412","Sokoto","Sokoto North","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3413","Sokoto","Sokoto North","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3414","Sokoto","Sokoto North","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3415","Sokoto","Sokoto North","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3416","Sokoto","Sokoto North","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3417","Sokoto","Sokoto North","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3418","Sokoto","Sokoto North","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3419","Sokoto","Sokoto North","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3420","Sokoto","Sokoto North","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3421","Sokoto","Sokoto South","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3422","Sokoto","Sokoto South","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3423","Sokoto","Sokoto South","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3424","Sokoto","Sokoto South","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3425","Sokoto","Sokoto South","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3426","Sokoto","Sokoto South","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3427","Sokoto","Sokoto South","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3428","Sokoto","Sokoto South","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3429","Sokoto","Sokoto South","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3430","Sokoto","Tambuwal","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3431","Sokoto","Tambuwal","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3432","Sokoto","Tambuwal","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3433","Sokoto","Tambuwal","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3434","Sokoto","Tambuwal","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3435","Sokoto","Tambuwal","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3436","Sokoto","Tambuwal","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3437","Sokoto","Tambuwal","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3438","Sokoto","Tambuwal","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3439","Sokoto","Tangaza","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3440","Sokoto","Tangaza","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3441","Sokoto","Tangaza","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3442","Sokoto","Tangaza","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3443","Sokoto","Tangaza","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3444","Sokoto","Tangaza","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3445","Sokoto","Tangaza","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3446","Sokoto","Tangaza","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3447","Sokoto","Tangaza","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3448","Sokoto","Tureta","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3449","Sokoto","Tureta","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3450","Sokoto","Tureta","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3451","Sokoto","Tureta","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3452","Sokoto","Tureta","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3453","Sokoto","Tureta","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3454","Sokoto","Tureta","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3455","Sokoto","Tureta","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3456","Sokoto","Tureta","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3457","Sokoto","Wamako","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3458","Sokoto","Wamako","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3459","Sokoto","Wamako","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3460","Sokoto","Wamako","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3461","Sokoto","Wamako","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3462","Sokoto","Wamako","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3463","Sokoto","Wamako","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3464","Sokoto","Wamako","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3465","Sokoto","Wamako","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3466","Sokoto","Wurno","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3467","Sokoto","Wurno","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3468","Sokoto","Wurno","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3469","Sokoto","Wurno","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3470","Sokoto","Wurno","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3471","Sokoto","Wurno","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3472","Sokoto","Wurno","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3473","Sokoto","Wurno","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3474","Sokoto","Wurno","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3475","Sokoto","Yabo","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3476","Sokoto","Yabo","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3477","Sokoto","Yabo","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3478","Sokoto","Yabo","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3479","Sokoto","Yabo","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3480","Sokoto","Yabo","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3481","Sokoto","Yabo","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3482","Sokoto","Yabo","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3483","Sokoto","Yabo","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3484","Zamfara","Anka","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3485","Zamfara","Anka","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3486","Zamfara","Anka","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3487","Zamfara","Anka","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3488","Zamfara","Anka","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3489","Zamfara","Anka","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3490","Zamfara","Anka","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3491","Zamfara","Anka","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3492","Zamfara","Bakura","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3493","Zamfara","Bakura","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3494","Zamfara","Bakura","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3495","Zamfara","Bakura","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3496","Zamfara","Bakura","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3497","Zamfara","Bakura","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
